MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',68.0,7480.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1972.0,1972.0,b'Gable',b'CompShg',b'Wd Sdng',b'Wd Sdng',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Av',b'ALQ',1.0,b'Unf',0.0,396.0,876.0,b'GasA',b'Typical',b'Y',b'SBrkr',876.0,0.0,0.0,876.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',2.0,484.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',127000.0,-93.683727,42.021133
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',80.0,10389.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Good',b'Average',2003.0,2003.0,b'Hip',b'CompShg',b'CemntBd',b'CmentBd',b'BrkFace',320.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,296.0,1978.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1978.0,0.0,0.0,1978.0,1.0,0.0,2.0,1.0,3.0,1.0,b'Good',8.0,b'Typ',1.0,b'Good',b'Attchd',b'RFn',3.0,850.0,b'Typical',b'Typical',b'Paved',188.0,25.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',318000.0,-93.687859,42.018662
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',0.0,11423.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Good',b'Average',2001.0,2002.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',479.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,223.0,1581.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1601.0,0.0,0.0,1601.0,1.0,0.0,2.0,0.0,3.0,1.0,b'Good',6.0,b'Typ',1.0,b'Typical',b'Attchd',b'RFn',2.0,670.0,b'Typical',b'Typical',b'Paved',180.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'Shed',2000.0,5.0,2010.0,b'WD ',b'Normal',272000.0,-93.685523,42.019069
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',44.0,9548.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Lvl',b'AllPub',b'CulDSac',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Good',b'Above_Average',2003.0,2003.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',223.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'GLQ',3.0,b'Unf',0.0,458.0,941.0,b'GasA',b'Excellent',b'Y',b'SBrkr',941.0,888.0,0.0,1829.0,1.0,0.0,2.0,1.0,3.0,1.0,b'Good',7.0,b'Typ',1.0,b'Typical',b'Attchd',b'RFn',2.0,613.0,b'Typical',b'Typical',b'Paved',192.0,39.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,1.0,2010.0,b'WD ',b'Normal',237000.0,-93.687764,42.016121
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',75.0,9375.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Good',b'Average',1997.0,1997.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,1040.0,1040.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1044.0,1054.0,0.0,2098.0,0.0,0.0,2.0,1.0,4.0,1.0,b'Good',9.0,b'Typ',1.0,b'Typical',b'Attchd',b'Fin',2.0,621.0,b'Typical',b'Typical',b'Paved',331.0,38.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2010.0,b'WD ',b'Normal',240000.0,-93.680864,42.018721
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',48.0,12137.0,b'Pave',b'No_Alley_Access',b'Moderately_Irregular',b'Lvl',b'AllPub',b'CulDSac',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Good',b'Average',1998.0,1998.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',442.0,b'Typical',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,1649.0,1649.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1661.0,0.0,0.0,1661.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Good',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',2.0,598.0,b'Typical',b'Typical',b'Paved',0.0,34.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',224900.0,-93.682686,42.017749
b'One_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',0.0,4435.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Above_Average',b'Average',2003.0,2003.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',170.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,176.0,848.0,b'GasA',b'Excellent',b'Y',b'SBrkr',848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,b'Good',4.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'Fin',2.0,420.0,b'Typical',b'Typical',b'Paved',140.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2010.0,b'WD ',b'Normal',143750.0,-93.681227,42.016275
b'One_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',0.0,4426.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'TwnhsE',b'One_Story',b'Above_Average',b'Average',2004.0,2004.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',169.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,186.0,848.0,b'GasA',b'Excellent',b'Y',b'SBrkr',848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,b'Good',3.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',2.0,420.0,b'Typical',b'Typical',b'Paved',160.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',143000.0,-93.6837,42.016253
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',48.0,10635.0,b'Pave',b'No_Alley_Access',b'Moderately_Irregular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Very_Good',b'Average',2003.0,2003.0,b'Hip',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',171.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Av',b'BLQ',2.0,b'GLQ',972.0,315.0,1657.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1668.0,0.0,0.0,1668.0,1.0,0.0,2.0,0.0,3.0,1.0,b'Good',8.0,b'Typ',1.0,b'Typical',b'Attchd',b'Fin',2.0,502.0,b'Typical',b'Typical',b'Paved',0.0,262.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',232000.0,-93.687922,42.01404
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',70.0,8400.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Good',b'Average',2004.0,2005.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',109.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,761.0,1473.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1484.0,0.0,0.0,1484.0,1.0,0.0,2.0,0.0,3.0,1.0,b'Good',7.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',2.0,606.0,b'Typical',b'Typical',b'Paved',0.0,35.0,0.0,144.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',213000.0,-93.684015,42.014092
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',65.0,8773.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'FR2',b'Gtl',b'College_Creek',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Good',b'Average',2004.0,2004.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'BrkFace',98.0,b'Good',b'Typical',b'PConc',b'Good',b'Typical',b'Av',b'GLQ',3.0,b'Unf',0.0,1390.0,1414.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1414.0,0.0,0.0,1414.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Good',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',2.0,494.0,b'Typical',b'Typical',b'Paved',132.0,105.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',185500.0,-93.685961,42.014023
b'One_Story_1945_and_Older',b'Residential_Low_Density',67.0,8777.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Mod',b'Edwards',b'Feedr',b'Norm',b'OneFam',b'One_Story',b'Fair',b'Above_Average',1945.0,2007.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Typical',b'Good',b'CBlock',b'No_Basement',b'No_Basement',b'No_Basement',b'No_Basement',5.0,b'No_Basement',0.0,0.0,0.0,b'GasA',b'Typical',b'N',b'SBrkr',640.0,0.0,0.0,640.0,0.0,0.0,1.0,0.0,2.0,1.0,b'Typical',5.0,b'Min1',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,240.0,b'Typical',b'Typical',b'Dirt_Gravel',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,4.0,2010.0,b'ConLD',b'Normal',84900.0,-93.6783313,42.0203585
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',68.0,8842.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1954.0,1954.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Typical',b'Good',b'CBlock',b'Fair',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,381.0,381.0,b'GasA',b'Excellent',b'Y',b'SBrkr',992.0,0.0,0.0,992.0,0.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,319.0,b'Typical',b'Typical',b'Paved',60.0,0.0,56.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,1.0,2010.0,b'Oth',b'Abnorml',155891.0,-93.677482,42.021245
b'Duplex_All_Styles_and_Ages',b'Residential_Low_Density',75.0,9825.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Edwards',b'Norm',b'Norm',b'Duplex',b'One_Story',b'Average',b'Average',1965.0,1965.0,b'Hip',b'CompShg',b'AsphShn',b'AsphShn',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'No_Basement',b'No_Basement',b'No_Basement',b'No_Basement',5.0,b'No_Basement',0.0,0.0,0.0,b'GasA',b'Typical',b'N',b'SBrkr',1664.0,0.0,0.0,1664.0,0.0,0.0,2.0,0.0,4.0,2.0,b'Typical',8.0,b'Typ',0.0,b'No_Fireplace',b'No_Garage',b'No_Garage',0.0,0.0,b'No_Garage',b'No_Garage',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',100000.0,-93.677553,42.021041
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',60.0,10044.0,b'Pave',b'No_Alley_Access',b'Slightly_Irregular',b'Low',b'AllPub',b'CulDSac',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1968.0,1968.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Good',b'Typical',b'Gd',b'ALQ',1.0,b'Unf',0.0,126.0,1196.0,b'GasA',b'Typical',b'Y',b'SBrkr',1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',1.0,336.0,b'Typical',b'Typical',b'Paved',257.0,0.0,168.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',144000.0,-93.677545,42.020635
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Low_Density',89.0,11792.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'One_and_Half_Fin',b'Below_Average',b'Average',1948.0,1950.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,744.0,744.0,b'GasA',b'Excellent',b'N',b'FuseF',792.0,328.0,0.0,1120.0,0.0,0.0,1.0,0.0,2.0,1.0,b'Fair',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',2.0,480.0,b'Typical',b'Fair',b'Partial_Pavement',0.0,0.0,0.0,0.0,160.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Abnorml',64000.0,-93.676372,42.021163
b'Split_or_Multilevel',b'Residential_Low_Density',65.0,6305.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'SLvl',b'Above_Average',b'Above_Average',1975.0,1975.0,b'Gable',b'CompShg',b'Plywood',b'Plywood',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Av',b'ALQ',1.0,b'Unf',0.0,480.0,1008.0,b'GasA',b'Typical',b'Y',b'SBrkr',1096.0,0.0,0.0,1096.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',5.0,b'Typ',1.0,b'Fair',b'Detchd',b'Unf',1.0,352.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',125200.0,-93.675268,42.020306
b'Split_or_Multilevel',b'Residential_Low_Density',94.0,7819.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'SLvl',b'Above_Average',b'Average',1976.0,1976.0,b'Gable',b'CompShg',b'Plywood',b'Plywood',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Av',b'ALQ',1.0,b'BLQ',127.0,480.0,1029.0,b'GasA',b'Typical',b'Y',b'SBrkr',1117.0,0.0,0.0,1117.0,1.0,0.0,1.0,0.0,3.0,1.0,b'Typical',6.0,b'Typ',1.0,b'Typical',b'Detchd',b'Unf',2.0,672.0,b'Typical',b'Typical',b'Paved',144.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,3.0,2010.0,b'WD ',b'Abnorml',107000.0,-93.675175,42.019849
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',64.0,6410.0,b'Pave',b'No_Alley_Access',b'Regular',b'HLS',b'AllPub',b'Inside',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Below_Average',b'Average',1958.0,1958.0,b'Hip',b'CompShg',b'WdShing',b'Wd Shng',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,960.0,960.0,b'GasA',b'Excellent',b'Y',b'SBrkr',960.0,0.0,0.0,960.0,0.0,0.0,1.0,0.0,3.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'No_Garage',b'No_Garage',0.0,0.0,b'No_Garage',b'No_Garage',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',90000.0,-93.6663375,42.019629
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Medium_Density',80.0,8546.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Below_Average',b'Average',2003.0,2004.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Typical',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,1121.0,1121.0,b'GasA',b'Excellent',b'Y',b'SBrkr',1121.0,0.0,0.0,1121.0,0.0,0.0,2.0,0.0,2.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Attchd',b'RFn',2.0,440.0,b'Typical',b'Typical',b'Paved',132.0,64.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2010.0,b'WD ',b'Normal',140000.0,-93.66751,42.020196
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Low_Density',52.0,8741.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'One_and_Half_Fin',b'Above_Average',b'Below_Average',1945.0,1950.0,b'Gable',b'CompShg',b'VinylSd',b'VinylSd',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Fair',b'No',b'LwQ',4.0,b'Unf',0.0,641.0,735.0,b'GasA',b'Typical',b'Y',b'FuseA',798.0,689.0,0.0,1487.0,0.0,0.0,1.0,1.0,3.0,1.0,b'Typical',7.0,b'Typ',1.0,b'Good',b'Detchd',b'Unf',1.0,220.0,b'Typical',b'Typical',b'Paved',0.0,140.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,4.0,2010.0,b'WD ',b'Normal',113000.0,-93.664841,42.021793
b'Two_Family_conversion_All_Styles_and_Ages',b'Residential_Low_Density',60.0,12180.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Edwards',b'Norm',b'Norm',b'TwoFmCon',b'One_and_Half_Fin',b'Below_Average',b'Below_Average',1941.0,1950.0,b'Gable',b'CompShg',b'MetalSd',b'MetalSd',b'None',0.0,b'Typical',b'Fair',b'BrkTil',b'Good',b'Typical',b'No',b'BLQ',2.0,b'Unf',0.0,324.0,672.0,b'Grav',b'Fair',b'N',b'FuseA',672.0,252.0,0.0,924.0,1.0,0.0,1.0,0.0,2.0,1.0,b'Fair',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,280.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,7.0,2010.0,b'WD ',b'Normal',80000.0,-93.660168,42.021583
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',68.0,8562.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Mod',b'Edwards',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1957.0,2002.0,b'Hip',b'CompShg',b'HdBoard',b'HdBoard',b'Stone',145.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'Av',b'Rec',6.0,b'Unf',0.0,833.0,1216.0,b'GasA',b'Excellent',b'Y',b'FuseA',1526.0,0.0,0.0,1526.0,0.0,0.0,1.0,0.0,4.0,1.0,b'Typical',7.0,b'Min2',1.0,b'Good',b'Basment',b'Unf',1.0,364.0,b'Typical',b'Typical',b'Paved',116.0,78.0,0.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',144500.0,-93.661944,42.017726
b'One_Story_1945_and_Older',b'Residential_Low_Density',67.0,4853.0,b'Pave',b'No_Alley_Access',b'Regular',b'Bnk',b'AllPub',b'Inside',b'Gtl',b'South_and_West_of_Iowa_State_University',b'Artery',b'Norm',b'OneFam',b'One_Story',b'Average',b'Above_Average',1924.0,1999.0,b'Gable',b'CompShg',b'MetalSd',b'VinylSd',b'BrkFace',203.0,b'Typical',b'Typical',b'BrkTil',b'Typical',b'Typical',b'Mn',b'Rec',6.0,b'Unf',0.0,974.0,1107.0,b'GasA',b'Fair',b'N',b'FuseA',1296.0,0.0,0.0,1296.0,0.0,0.0,2.0,0.0,2.0,1.0,b'Fair',5.0,b'Typ',1.0,b'Good',b'Detchd',b'Unf',1.0,260.0,b'Typical',b'Typical',b'Paved',0.0,0.0,36.0,0.0,0.0,0.0,b'No_Pool',b'Minimum_Privacy',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',104000.0,-93.655762,42.022674
b'Two_Story_1945_and_Older',b'Residential_Low_Density',66.0,6858.0,b'Pave',b'No_Alley_Access',b'Regular',b'Bnk',b'AllPub',b'Corner',b'Gtl',b'South_and_West_of_Iowa_State_University',b'Norm',b'Norm',b'OneFam',b'Two_Story',b'Above_Average',b'Below_Average',1915.0,1950.0,b'Gable',b'CompShg',b'Wd Sdng',b'Wd Sdng',b'None',0.0,b'Typical',b'Typical',b'PConc',b'Good',b'Typical',b'No',b'Unf',7.0,b'Unf',0.0,806.0,806.0,b'GasA',b'Typical',b'N',b'FuseF',841.0,806.0,0.0,1647.0,1.0,0.0,1.0,1.0,4.0,1.0,b'Fair',6.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,216.0,b'Typical',b'Typical',b'Paved',0.0,66.0,136.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',128000.0,-93.655653,42.022702
b'One_Story_1945_and_Older',b'Residential_Low_Density',45.0,8212.0,b'Pave',b'Gravel',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'Edwards',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Fair',b'Fair',1914.0,1950.0,b'Gable',b'CompShg',b'Stucco',b'Stucco',b'None',0.0,b'Typical',b'Fair',b'BrkTil',b'Typical',b'Fair',b'No',b'Rec',6.0,b'Unf',0.0,661.0,864.0,b'GasA',b'Typical',b'N',b'FuseF',864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,b'Typical',5.0,b'Typ',0.0,b'No_Fireplace',b'Detchd',b'Unf',1.0,200.0,b'Typical',b'Fair',b'Paved',0.0,0.0,96.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,6.0,2010.0,b'WD ',b'Normal',58500.0,-93.656718,42.022089
b'One_and_Half_Story_Finished_All_Ages',b'Residential_Low_Density',50.0,5000.0,b'Pave',b'Paved',b'Regular',b'Lvl',b'AllPub',b'Inside',b'Gtl',b'South_and_West_of_Iowa_State_University',b'Norm',b'Norm',b'OneFam',b'One_and_Half_Fin',b'Average',b'Above_Average',1924.0,1950.0,b'Gable',b'CompShg',b'BrkFace',b'Wd Sdng',b'None',0.0,b'Typical',b'Typical',b'BrkTil',b'Typical',b'Typical',b'No',b'LwQ',4.0,b'Unf',0.0,808.0,1026.0,b'GasA',b'Typical',b'Y',b'SBrkr',1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,b'Good',6.0,b'Typ',1.0,b'Good',b'Detchd',b'Unf',1.0,308.0,b'Typical',b'Typical',b'Paved',0.0,0.0,242.0,0.0,0.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,5.0,2010.0,b'WD ',b'Normal',127000.0,-93.650321,42.017737
b'One_Story_1945_and_Older',b'Residential_Low_Density',0.0,7890.0,b'Pave',b'No_Alley_Access',b'Regular',b'Lvl',b'AllPub',b'Corner',b'Gtl',b'South_and_West_of_Iowa_State_University',b'Norm',b'Norm',b'OneFam',b'One_Story',b'Above_Average',b'Above_Average',1939.0,1950.0,b'Gable',b'CompShg',b'Wd Sdng',b'Wd Sdng',b'None',0.0,b'Typical',b'Typical',b'CBlock',b'Typical',b'Typical',b'No',b'Rec',6.0,b'Unf',0.0,618.0,856.0,b'GasA',b'Typical',b'Y',b'SBrkr',856.0,0.0,0.0,856.0,1.0,0.0,1.0,0.0,2.0,1.0,b'Typical',4.0,b'Typ',1.0,b'Good',b'Detchd',b'Unf',2.0,399.0,b'Typical',b'Typical',b'Paved',0.0,0.0,0.0,0.0,166.0,0.0,b'No_Pool',b'No_Fence',b'None',0.0,3.0,2010.0,b'WD ',b'Normal',126000.0,-93.6514413,42.0177987
